"id","standortnr","artbot","min_alter","max_alter","clifton_park_min","clifton_park_max","baumsicht_min","baumsicht_max","sondengaenger_min","sondengaenger_max","zier_h_2000_min","zier_h_2000_max","baumportal_min","baumportal_max","mitchell_min","mitchell_max","kappel_mattheck_min","kappel_mattheck_max","lat","lng","kronendurchmesser","baumhoehe"
"352_AALMACG","AALMACG","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.44917","12.97883","4-6","10-15"
"352_AALXNMA","AALXNMA","Fraxinus excelsior","28","37",NULL,NULL,"28","37","47","63","28","37","49","66","38","50",NULL,NULL,"52.44868","12.97971","4-6","15-20"
"413_166","166","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.39956","12.97639","6-8","10-15"
"200_300886","300886","Fraxinus excelsior","55","65",NULL,NULL,"55","65","94","110","55","65","99","116","75","88",NULL,NULL,"52.39906","12.97067","6-8","15-20"
"364_432a","432a","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.41085","13.03567","8-10","15-20"
"5_KAH1AHN","KAH1AHN","Robinia pseudoacacia",NULL,"10",NULL,NULL,NULL,"10",NULL,"16",NULL,"10",NULL,"14",NULL,NULL,NULL,NULL,"52.39756","12.9912","<2","10-15"
"292_181","181","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.37827","13.09777","6-8","5-10"
"36_198","198","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.37433","13.05459","4-6","15-20"
"36_151","151","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37482","13.05459","6-8","10-15"
"244_153","153","Carpinus betulus","12","25",NULL,NULL,"12","25",NULL,NULL,"12","25","17","35","12","25",NULL,NULL,"52.36071","13.0913","6-8","5-10"
"244_163","163","Quercus robur",NULL,"12",NULL,NULL,NULL,"14",NULL,"24",NULL,"14",NULL,"24",NULL,"12",NULL,"16","52.36079","13.09132","4-6","2-5"
"244_266","266","Carpinus betulus","12","25",NULL,NULL,"12","25",NULL,NULL,"12","25","17","35","12","25",NULL,NULL,"52.36137","13.09097","2-4","5-10"
"433_LANA9AQ","LANA9AQ","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.47219","13.00911","4-6","10-15"
"140_290","290","Pinus sylvestris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47833","13.0103","unbekannt","15-20"
"30_27","27","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.41787","13.02265","8-10","10-15"
"30_43","43","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.41758","13.0223","10-12","15-20"
"69_90","90","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.41647","13.03442","4-6","<2"
"5_S40A9AV","S40A9AV","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39744","12.99128","2-4","10-15"
"5_AXMRK29","AXMRK29","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.39927","12.99556","6-8","10-15"
"5_DGH2KE7","DGH2KE7","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39882","12.99331","4-6","10-15"
"5_0AL9G6S","0AL9G6S","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39756","12.99138","2-4","10-15"
"179_9","9","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.41114","13.04758","<2","2-5"
"193_49","49","Tilia spec.","50","63",NULL,NULL,NULL,NULL,"97","121",NULL,NULL,"90","112","50","63",NULL,NULL,"52.39007","13.09983","6-8","10-15"
"319_8","8","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.38392","13.02166","4-6","10-15"
"319_29","29","Acer campestre","16","32",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39","16","32",NULL,NULL,"52.38342","13.02247","2-4","10-15"
"395_245","245","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37151","13.09939","8-10","20-25"
"416_7","7","Ulmus spec.","18","37",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39",NULL,NULL,NULL,NULL,"52.40963","13.07737","2-4","10-15"
"5_AA8LN34","AA8LN34","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39763","12.99127","2-4","10-15"
"236_23","23","Aesculus flava","19","39","19","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.36693","13.13456","4-6","5-10"
"47_50","50","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36058","13.09083","4-6","15-20"
"193_72","72","Tilia spec.","38","50",NULL,NULL,NULL,NULL,"72","97",NULL,NULL,"67","90","38","50",NULL,NULL,"52.39032","13.10021","4-6","10-15"
"186_226","226","Acer saccharum","112","134","112","134",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.3653","13.0898","6-8","10-15"
"403_392","392","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.41285","12.94256","10-12","5-10"
"15_68","68","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.40713","12.94669","2-4","2-5"
"436_125","125","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.38817","13.11048","14-16","15-20"
"235_12","12","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.37753","13.09693","4-6","5-10"
"135_29675","29675","Picea pungens 'Glauca'","15","30","17","35","15","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.44768","12.97526","2-4","10-15"
"89_16933","16933","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.41082","13.08488","2-4","10-15"
"5_SADNAGN","SADNAGN","Robinia pseudoacacia","63","73",NULL,NULL,"63","73","94","110","63","73","85","100",NULL,NULL,NULL,NULL,"52.39896","12.99387","12-14","15-20"
"5_WXNM2A0","WXNM2A0","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.39927","12.99557","10-12","10-15"
"395_400379","400379","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.37318","13.09882","4-6","10-15"
"244_291","291","Tilia cordata",NULL,"12",NULL,"12",NULL,"15",NULL,"24",NULL,"15",NULL,"22",NULL,"12",NULL,NULL,"52.36246","13.09101","<2","2-5"
"5_MSCEHTL","MSCEHTL","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.39758","12.99124","<2","10-15"
"411_2TFA87Q","2TFA87Q","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.49134","12.98301","6-8","10-15"
"279_22","22","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.38771","13.02493","4-6","10-15"
"193_8","8","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39038","13.10053","2-4","10-15"
"42_259","259","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.36841","13.09545","8-10","15-20"
"343_KMXAE94","KMXAE94","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.45874","12.96443","unbekannt","15-20"
"422_35","35","Malus domestica","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.37129","13.10816","4-6","2-5"
"127_1030","1030","Juglans regia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45917","12.96013","unbekannt","5-10"
"422_36","36","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37128","13.10814","6-8","10-15"
"15_201144","201144","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.40644","12.9469","4-6","15-20"
"176_300820","300820","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.40986","13.05981","6-8","10-15"
"236_68","68","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.36731","13.13405","4-6","5-10"
"263_16378","16378","Salix alba","10","15",NULL,NULL,"23","35",NULL,NULL,"23","35","22","34","10","15",NULL,NULL,"52.40168","12.97651","4-6","15-20"
"5_LGAKPTT","LGAKPTT","Betula pendula",NULL,"12",NULL,"19",NULL,"12",NULL,NULL,NULL,"12",NULL,"12",NULL,"12",NULL,NULL,"52.39874","12.99307","<2","5-10"
"140_411","411","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47847","13.01083","unbekannt","15-20"
"107_300840","300840","Prunus avium","39","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39","52","47","63",NULL,NULL,"52.41294","13.05715","2-4","2-5"
"5_AA9AA8X","AA9AA8X","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39784","12.99164","2-4","10-15"
"140_149","149","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47802","13.00988","unbekannt","15-20"
"328_58","58","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.40548","12.99268","8-10","15-20"
"328_83","83","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.4056","12.99254","6-8","10-15"
"413_135","135","Fraxinus excelsior","28","37",NULL,NULL,"28","37","47","63","28","37","49","66","38","50",NULL,NULL,"52.4005","12.97636","10-12","15-20"
"5_A31AFXT","A31AFXT","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.39935","12.99528","4-6","10-15"
"193_23","23","Tilia spec.","12","25",NULL,NULL,NULL,NULL,"24","48",NULL,NULL,"22","45","12","25",NULL,NULL,"52.38972","13.10027","4-6","5-10"
"5_CACMGAA","CACMGAA","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.39827","12.99212","<2","5-10"
"292_151","151","Tilia cordata","24","36","24","36","30","45","48","72","30","45","45","67","25","38",NULL,NULL,"52.37859","13.0969","8-10","10-15"
"839_3043","3043","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.37045","13.10045","6-8","15-20"
"5_C7MNAE7","C7MNAE7","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.39766","12.99141","4-6","10-15"
"236_41","41","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.36717","13.13387","4-6","2-5"
"244_584","584","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36174","13.09193","6-8","15-20"
"47_39","39","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.36056","13.09101","4-6","15-20"
"15_12","12","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.40639","12.94671","8-10","15-20"
"365_53","53","Populus nigra 'Italica'","10","15","16","24",NULL,NULL,"32","47",NULL,NULL,"29","43","10","15","11","16","52.41061","12.95542","4-6","15-20"
"5_ARE7MMA","ARE7MMA","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39917","12.99498","6-8","10-15"
"328_67","67","Robinia pseudoacacia","63","73",NULL,NULL,"63","73","94","110","63","73","85","100",NULL,NULL,NULL,NULL,"52.40545","12.99271","8-10","15-20"
"328_112","112","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.40633","12.99425","10-12","10-15"
"292_152","152","Tilia cordata","24","36","24","36","30","45","48","72","30","45","45","67","25","38",NULL,NULL,"52.37855","13.09689","6-8","10-15"
"835_713062","713062","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37525","13.11976","4-6","15-20"
"17_HH1XXH0","HH1XXH0","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.40925","12.99982","6-8","20-25"
"826_1_flur2_860","1_flur2_860","Tilia spec.","75","88",NULL,NULL,NULL,NULL,"145","169",NULL,NULL,"134","157","75","88",NULL,NULL,"52.4091","13.07587","12-14","15-20"
"333_53","53","Ulmus spec.","18","37",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39",NULL,NULL,NULL,NULL,"52.39309","13.05044","4-6","5-10"
"80_24","24","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37334","13.0945","4-6","10-15"
"348_130","130","Tilia spec.","63","75",NULL,NULL,NULL,NULL,"121","145",NULL,NULL,"112","134","63","75",NULL,NULL,"52.40122","13.04868","8-10","15-20"
"127_1015","1015","Acer saccharinum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45922","12.96019","unbekannt","5-10"
"47_115","115","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.3605","13.08995","8-10","20-25"
"47_116","116","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36051","13.09001","6-8","20-25"
"127_1024","1024","Acer saccharinum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45927","12.96013","unbekannt","5-10"
"179_28","28","Prunus avium","26","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26","39","32","47",NULL,NULL,"52.41137","13.04749","2-4","2-5"
"368_94","94","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.39812","13.05062","6-8","15-20"
"47_179","179","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36054","13.09117","6-8","15-20"
"839_3114","3114","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.37028","13.10057","6-8","15-20"
"839_3115","3115","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.37025","13.10058","6-8","15-20"
"792_710707","710707","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.37568","13.12148","2-4","10-15"
"835_713109","713109","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37496","13.1209","4-6","15-20"
"416_85","85","Acer campestre","32","47",NULL,NULL,NULL,NULL,"37","55",NULL,NULL,"39","59","32","47",NULL,NULL,"52.40832","13.07684","4-6","10-15"
"391_1612","1612","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.36996","13.09259","8-10","20-25"
"303_35","35","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.40389","13.07421","2-4","2-5"
"391_1613","1613","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.36998","13.0926","10-12","20-25"
"328_120","120","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.40624","12.99406","12-14","15-20"
"47_180","180","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36052","13.09112","4-6","15-20"
"328_17","17","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.40574","12.99393","4-6","5-10"
"413_66","66","Fraxinus excelsior","37","46",NULL,NULL,"37","46","63","78","37","46","66","83","50","63",NULL,NULL,"52.39986","12.98055","6-8","10-15"
"413_67","67","Fraxinus excelsior","46","55",NULL,NULL,"46","55","78","94","46","55","83","99","63","75",NULL,NULL,"52.39987","12.98058","6-8","15-20"
"348_138","138","Tilia spec.","38","50",NULL,NULL,NULL,NULL,"72","97",NULL,NULL,"67","90","38","50",NULL,NULL,"52.40097","13.04878","6-8","10-15"
"827_23136_Flur010/260","23136_Flur010/260","Pinus nigra","24","36","35","52","24","36",NULL,NULL,NULL,NULL,"33","49",NULL,NULL,NULL,NULL,"52.37417","13.09623","4-6","5-10"
"101_35","35","Pseudotsuga menziesii","25","30","98","118","41","49",NULL,NULL,NULL,NULL,"32","38","25","30",NULL,NULL,"52.44165","13.04712","8-10","15-20"
"101_36","36","Picea abies","67","76","138","157","69","78","110","126",NULL,NULL,"67","76","110","126","88","100","52.44193","13.04671","8-10","15-20"
"827_23211_Flur010/260","23211_Flur010/260","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.37396","13.10606","2-4","5-10"
"333_1","1","Acer saccharum","45","67","45","67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.39344","13.04986","4-6","10-15"
"179_67","67","Prunus avium","26","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26","39","32","47",NULL,NULL,"52.41156","13.04615","2-4","2-5"
"85_44","44","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.36639","13.13303","4-6","5-10"
"140_378","378","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47832","13.01096","unbekannt","15-20"
"839_3116","3116","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.37022","13.10082","<2","5-10"
"348_139","139","Tilia spec.","25","38",NULL,NULL,NULL,NULL,"48","72",NULL,NULL,"45","67","25","38",NULL,NULL,"52.40094","13.04864","4-6","10-15"
"328_26","26","Robinia pseudoacacia","73","84",NULL,NULL,"73","84","110","126","73","84","100","114",NULL,NULL,NULL,NULL,"52.40553","12.99324","14-16","15-20"
"368_79","79","Acer pseudoplatanus","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.39822","13.04906","18-20","15-20"
"792_710814","710814","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.37547","13.12189","4-6","5-10"
"835_713076","713076","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37518","13.11983","4-6","15-20"
"213_29879","29879","Pseudotsuga menziesii","15","20","59","79","25","33",NULL,NULL,NULL,NULL,"19","26","15","20",NULL,NULL,"52.43689","13.05456","4-6","15-20"
"839_3117","3117","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.37021","13.10085","4-6","15-20"
"265_1--2964","1--2964","Prunus avium","26","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26","39","32","47",NULL,NULL,"52.40577","12.98948","6-8","5-10"
"328_125","125","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.4061","12.99406","2-4","5-10"
"244_17712","17712","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36181","13.09199","4-6","15-20"
